qname	qlength	qstart	qend	strand	tname	tlength	tstart	tend	divergence	mapq	attributes
1	1238593	393991	394177	-	504201669	117095	93685	93871	0.0161	28	mm:3;ins:0,0;del:0,0;score:171
18	87812	64294	66368	+	504201669	117095	101155	103229	0.0000	60	mm:0;ins:0,0;del:0,0;score:2074
18	87812	68781	69966	+	504201669	117095	110611	111796	0.0000	60	mm:0;ins:0,0;del:0,0;score:1185
1	1238593	781122	781253	-	504201792	151076	143176	143307	0.0000	0	mm:0;ins:0,0;del:0,0;score:131
17	150032	139873	142578	+	504201949	73407	52332	55046	0.0464	60	mm:70;ins:2,24;del:1,33;score:2256
1	1238593	1008770	1009098	-	504202028	91704	49930	50258	0.0030	60	mm:1;ins:0,0;del:0,0;score:323
7	474387	138544	139765	+	504202315	15118	4286	5482	0.0508	60	mm:37;ins:2,25;del:0,0;score:974
1	1238593	131515	133697	+	504202315	15118	11639	13813	0.0316	60	mm:61;ins:2,8;del:0,0;score:1849
1	1238593	126008	128190	-	504202315	15118	11639	13813	0.0316	60	mm:61;ins:2,8;del:0,0;score:1849
1	1238593	151353	153535	-	504202315	15118	11639	13813	0.0316	60	mm:61;ins:2,8;del:0,0;score:1849
4	319932	53829	54000	-	504202404	244225	38077	38247	0.0058	60	mm:0;ins:1,1;del:0,0;score:163
7	474387	195800	199357	-	504202562	164522	154155	157705	0.0499	60	mm:155;ins:1,15;del:3,8;score:2720
4	319932	93480	93711	-	504202664	55218	53975	54206	0.0216	60	mm:5;ins:0,0;del:0,0;score:206
6	591782	192446	192677	-	504202664	55218	53975	54206	0.0216	60	mm:5;ins:0,0;del:0,0;score:206
2	676873	164483	164671	-	504203753	53202	47918	48105	0.0160	60	mm:2;ins:1,1;del:0,0;score:170
1	1238593	203845	204046	-	504203786	63697	8677	8878	0.0100	60	mm:2;ins:0,0;del:0,0;score:191
1	1238593	870730	870813	-	504204451	8343	1883	1966	0.0000	60	mm:0;ins:0,0;del:0,0;score:83
19	62488	21280	21933	+	504205064	98968	36582	37235	0.0704	8	mm:46;ins:0,0;del:0,0;score:423
4	319932	0	180	-	504205067	63964	54487	54661	0.0556	57	mm:4;ins:1,6;del:0,0;score:142
1	1238593	209003	209864	+	504205227	121581	0	861	0.0416	34	mm:26;ins:1,5;del:1,5;score:704
6	591782	462847	465118	-	504205227	121581	1370	3631	0.0414	60	mm:84;ins:2,10;del:0,0;score:1819
1	1238593	447498	447955	+	504205227	121581	13935	14392	0.0416	60	mm:19;ins:0,0;del:0,0;score:362
1	1238593	448579	451094	+	504205227	121581	23299	25795	0.0425	60	mm:88;ins:2,19;del:0,0;score:2025
7	474387	333866	335550	-	504205227	121581	28104	29796	0.0419	60	mm:55;ins:2,4;del:3,12;score:1359
1	1238593	574987	578634	+	504205227	121581	42215	45868	0.0309	60	mm:97;ins:1,5;del:1,11;score:3129
17	150032	124535	125452	-	504205227	121581	61756	62673	0.0349	60	mm:32;ins:0,0;del:0,0;score:757
1	1238593	1010831	1010968	+	504205616	202125	11377	11514	0.0511	60	mm:7;ins:0,0;del:0,0;score:102
9	183372	173843	174427	-	504205694	23035	0	584	0.0017	60	mm:1;ins:0,0;del:0,0;score:579
1	1238593	202896	203128	+	504205921	197405	102040	102274	0.0426	18	mm:6;ins:1,1;del:1,3;score:185
6	591782	299147	299526	-	504206331	24912	12866	13245	0.0211	60	mm:8;ins:0,0;del:0,0;score:339
7	474387	124596	124692	-	504206369	123262	66543	66639	0.0000	26	mm:0;ins:0,0;del:0,0;score:96
8	284015	206112	206608	+	504206483	386195	359723	360219	0.0060	60	mm:3;ins:0,0;del:0,0;score:481
26	9664	6845	8066	+	504206951	139856	84792	86009	0.1020	60	mm:56;ins:8,38;del:7,34;score:741
2	676873	543665	543948	+	504207481	12126	3178	3461	0.0035	60	mm:1;ins:0,0;del:0,0;score:278
1	1238593	1013404	1013736	+	504207754	13897	12859	13191	0.0090	33	mm:3;ins:0,0;del:0,0;score:317
4	319932	253682	254347	+	504207812	75538	0	665	0.0000	60	mm:0;ins:0,0;del:0,0;score:665
1	1238593	270594	271644	+	504208360	127052	44046	45108	0.0461	60	mm:37;ins:0,0;del:3,12;score:835
6	591782	102774	103748	+	504208360	127052	45390	46374	0.0600	60	mm:49;ins:0,0;del:2,10;score:707
11	237718	4719	5436	-	504208414	104262	103545	104262	0.0000	60	mm:0;ins:0,0;del:0,0;score:717
15	103233	66944	67371	-	504208598	114663	34977	35410	0.0820	45	mm:18;ins:1,6;del:1,12;score:301
4	319932	88664	88898	-	504208598	114663	35170	35410	0.0976	60	mm:6;ins:1,6;del:1,12;score:168
4	319932	241806	246137	-	504208822	27420	20166	24470	0.0720	60	mm:179;ins:6,82;del:3,55;score:3163
4	319932	294070	296596	-	504208885	192736	48757	51305	0.0958	60	mm:184;ins:3,20;del:2,42;score:1494
8	284015	131905	132215	-	504208885	192736	51645	51955	0.0516	60	mm:16;ins:0,0;del:0,0;score:230
10	150036	106795	107118	+	504208987	284564	92030	92353	0.0000	60	mm:0;ins:0,0;del:0,0;score:323
11	237718	52152	54143	+	504209035	65019	18133	20121	0.0331	60	mm:63;ins:1,3;del:0,0;score:1664
7	474387	372860	374017	-	504209035	65019	47144	48292	0.0432	0	mm:41;ins:1,9;del:0,0;score:928
15	103233	27368	31601	-	504209035	65019	48756	53056	0.0727	60	mm:155;ins:4,47;del:6,114;score:3190
11	237718	60593	61935	+	504209035	65019	54588	55899	0.0574	48	mm:46;ins:2,31;del:0,0;score:1038
1	1238593	318361	318983	+	504209035	65019	63450	64072	0.0113	60	mm:7;ins:0,0;del:0,0;score:587
8	284015	173515	174247	+	504209035	65019	64287	65019	0.0123	60	mm:9;ins:0,0;del:0,0;score:687
10	150036	2801	2891	-	504218004	9739	2892	2982	0.0333	60	mm:3;ins:0,0;del:0,0;score:75
17	150032	4421	4561	-	504218429	1474	568	708	0.0429	30	mm:6;ins:0,0;del:0,0;score:110
16	107813	72382	74995	-	504234487	2613	0	2613	0.0000	60	mm:0;ins:0,0;del:0,0;score:2613
19	62488	29537	31689	-	504242312	2152	0	2152	0.0000	60	mm:0;ins:0,0;del:0,0;score:2152
15	103233	53608	54016	-	504249583	534	0	408	0.0025	60	mm:1;ins:0,0;del:0,0;score:403
24	14473	5545	10687	-	504264191	26472	11785	16927	0.0029	60	mm:15;ins:0,0;del:0,0;score:5067
9	183372	113348	118017	-	504264191	26472	21803	26472	0.0000	60	mm:0;ins:0,0;del:0,0;score:4669
9	183372	69923	71282	+	504269451	2601	992	2351	0.0117	60	mm:6;ins:1,5;del:1,5;score:1302
9	183372	71470	71587	+	504269451	2601	2336	2453	0.0684	14	mm:8;ins:0,0;del:0,0;score:77
16	107813	86242	87106	-	504274063	864	0	864	0.0000	60	mm:0;ins:0,0;del:0,0;score:864
16	107813	42929	47120	+	504276164	27828	0	4191	0.0000	60	mm:0;ins:0,0;del:0,0;score:4191
5	308816	252461	253636	+	504277828	1507	0	1175	0.0000	60	mm:0;ins:0,0;del:0,0;score:1175
12	131948	102631	103029	-	504280338	505	107	505	0.0000	60	mm:0;ins:0,0;del:0,0;score:398
11	237718	80393	80465	+	504281120	67057	42398	42470	0.0000	6	mm:0;ins:0,0;del:0,0;score:72
3	369480	114401	114735	+	504288380	560	0	334	0.0000	60	mm:0;ins:0,0;del:0,0;score:334
1	1238593	204026	204147	-	504296621	5664	2748	2869	0.0579	60	mm:7;ins:0,0;del:0,0;score:86
11	237718	170037	172463	+	504325130	2426	0	2426	0.0045	0	mm:11;ins:0,0;del:0,0;score:2371
15	103233	9518	9633	+	504327647	487270	409544	409659	0.0261	60	mm:3;ins:0,0;del:0,0;score:100
1	1238593	857889	857999	-	504336232	74672	22942	23052	0.0091	60	mm:1;ins:0,0;del:0,0;score:105
6	591782	13784	15107	-	504340035	1323	0	1323	0.0000	60	mm:0;ins:0,0;del:0,0;score:1323
19	62488	24828	26147	+	504345270	14477	0	1319	0.0000	60	mm:0;ins:0,0;del:0,0;score:1319
4	319932	33901	34138	+	504350047	2212	576	813	0.0169	5	mm:4;ins:0,0;del:0,0;score:217
1	1238593	763119	763381	+	504351310	583	0	262	0.0153	60	mm:4;ins:0,0;del:0,0;score:242
1	1238593	221844	222416	-	504354994	572	0	572	0.0017	60	mm:1;ins:0,0;del:0,0;score:567
1	1238593	531972	536664	-	504357613	4693	0	4693	0.0004	60	mm:1;ins:0,0;del:1,1;score:4680
13	131654	33111	33225	+	504371115	35738	7996	8110	0.0000	60	mm:0;ins:0,0;del:0,0;score:114
10	150036	63259	64683	+	504372737	22939	0	1402	0.0274	60	mm:17;ins:1,22;del:0,0;score:1289
10	150036	70297	71367	+	504372737	22939	6915	7985	0.0000	60	mm:0;ins:0,0;del:0,0;score:1070
10	150036	81299	82387	+	504372737	22939	15213	16301	0.0000	60	mm:0;ins:0,0;del:0,0;score:1088
10	150036	88174	89494	+	504372737	22939	21619	22939	0.0000	60	mm:0;ins:0,0;del:0,0;score:1320
6	591782	324159	324395	-	504372737	22939	21619	21855	0.0000	60	mm:0;ins:0,0;del:0,0;score:236
2	676873	443286	444629	+	504380531	73679	25116	26459	0.0238	3	mm:32;ins:0,0;del:0,0;score:1183
3	369480	135608	136887	+	504382163	1585	301	1585	0.0343	39	mm:39;ins:0,0;del:1,5;score:1073
9	183372	91067	91635	-	504389040	1323	0	568	0.0018	60	mm:1;ins:0,0;del:0,0;score:563
1	1238593	1228818	1229064	+	504391188	2053	323	571	0.0787	60	mm:6;ins:1,6;del:1,8;score:184
19	62488	6903	6976	-	504391188	2053	589	662	0.0137	60	mm:1;ins:0,0;del:0,0;score:68
1	1238593	958539	958805	-	504391188	2053	821	1061	0.1413	60	mm:6;ins:3,29;del:1,3;score:151
3	369480	15870	15994	-	504391188	2053	937	1061	0.0403	60	mm:5;ins:0,0;del:0,0;score:102
3	369480	15788	15860	-	504391188	2053	1157	1229	0.0000	60	mm:0;ins:0,0;del:0,0;score:72
1	1238593	350641	350860	-	504396975	1699	0	219	0.0091	60	mm:2;ins:0,0;del:0,0;score:209
1	1238593	830050	830448	+	504397429	582	0	398	0.0000	60	mm:0;ins:0,0;del:0,0;score:398
2	676873	43135	43417	-	504400955	1997	1278	1560	0.0035	60	mm:1;ins:0,0;del:0,0;score:277
4	319932	217446	217555	-	504402125	121652	16411	16520	0.0000	60	mm:0;ins:0,0;del:0,0;score:109
7	474387	310714	312109	+	504403900	13614	10495	11896	0.0278	60	mm:33;ins:0,0;del:2,6;score:1212
2	676873	125460	127273	+	504406047	181659	179846	181659	0.0000	60	mm:0;ins:0,0;del:0,0;score:1813
6	591782	19353	19741	+	504408971	132153	110741	111093	0.1675	19	mm:29;ins:1,36;del:0,0;score:165
11	237718	163824	166242	+	504408971	132153	124233	126697	0.0771	60	mm:92;ins:5,27;del:6,73;score:1765
7	474387	106173	106501	+	504412988	2743	295	623	0.0213	40	mm:7;ins:0,0;del:0,0;score:293
5	308816	47006	49600	+	504415444	95862	62607	65194	0.0587	25	mm:118;ins:3,21;del:2,14;score:1918
9	183372	118236	118748	-	504421184	512	0	512	0.0098	60	mm:5;ins:0,0;del:0,0;score:487
24	14473	0	108	-	504421184	512	0	108	0.0000	25	mm:0;ins:0,0;del:0,0;score:108
2	676873	324017	324540	-	504421737	523	0	523	0.0000	60	mm:0;ins:0,0;del:0,0;score:523
1	1238593	459298	459518	-	504425415	106933	8234	8453	0.0545	0	mm:11;ins:1,1;del:0,0;score:157
2	676873	323084	323577	+	504434655	655	162	655	0.0081	14	mm:4;ins:0,0;del:0,0;score:473
4	319932	70537	70708	+	504434708	194071	81126	81297	0.0175	60	mm:3;ins:0,0;del:0,0;score:156
2	676873	492941	493028	-	504443918	32086	23750	23837	0.0230	60	mm:2;ins:0,0;del:0,0;score:77
4	319932	166347	168033	+	504443918	32086	30400	32086	0.0000	60	mm:0;ins:0,0;del:0,0;score:1686
1	1238593	1164428	1164982	+	504450006	1160	0	553	0.0072	60	mm:3;ins:1,1;del:0,0;score:531
1	1238593	751729	751968	+	504451863	42733	18718	18957	0.0000	60	mm:0;ins:0,0;del:0,0;score:239
6	591782	511841	511981	-	504454816	46575	44483	44623	0.0000	60	mm:0;ins:0,0;del:0,0;score:140
1	1238593	113070	113241	+	504458114	1051	395	566	0.0058	60	mm:1;ins:0,0;del:0,0;score:166
6	591782	128712	129489	+	504461748	777	0	777	0.0000	60	mm:0;ins:0,0;del:0,0;score:777
11	237718	203211	203639	-	504466239	31359	27106	27534	0.0210	60	mm:9;ins:0,0;del:0,0;score:383
16	107813	74996	76430	-	504478940	1434	0	1434	0.0000	60	mm:0;ins:0,0;del:0,0;score:1434
1	1238593	849616	849861	+	504490838	10072	5915	6160	0.0000	60	mm:0;ins:0,0;del:0,0;score:245
3	369480	42718	46630	+	504490838	10072	6160	10072	0.0005	60	mm:2;ins:0,0;del:0,0;score:3902
10	150036	61556	62248	-	504501969	692	0	692	0.0000	60	mm:0;ins:0,0;del:0,0;score:692
35	6343	4453	4605	+	504507687	116865	562	714	0.1250	48	mm:19;ins:0,0;del:0,0;score:57
35	6343	1738	1890	-	504507687	116865	562	714	0.1250	48	mm:19;ins:0,0;del:0,0;score:57
9	183372	13195	13262	-	504509538	49924	2899	2966	0.0000	60	mm:0;ins:0,0;del:0,0;score:67
7	474387	355406	355549	+	504509538	49924	2964	3112	0.0338	60	mm:0;ins:0,0;del:1,5;score:132
18	87812	75619	77099	-	504518148	1480	0	1480	0.0000	60	mm:0;ins:0,0;del:0,0;score:1480
1	1238593	203525	203683	+	504518550	320258	151276	151438	0.0556	60	mm:5;ins:0,0;del:1,4;score:123
2	676873	543180	543399	-	504536018	45793	41930	42149	0.0685	60	mm:15;ins:0,0;del:0,0;score:144
5	308816	228472	228949	+	504537272	3656	0	477	0.0000	60	mm:0;ins:0,0;del:0,0;score:477
6	591782	498867	498998	+	504537272	3656	483	614	0.0076	60	mm:1;ins:0,0;del:0,0;score:126
18	87812	23226	23334	+	504538142	2367	0	108	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
18	87812	17943	18051	-	504538142	2367	0	108	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
20	62468	1779	1887	-	504538142	2367	0	108	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
2	676873	270146	274091	+	504538546	65632	21499	25366	0.0721	43	mm:187;ins:3,88;del:2,10;score:2794
14	116408	35865	37447	+	504558915	11689	1238	2793	0.0329	60	mm:25;ins:4,27;del:0,0;score:1379
6	591782	523203	524669	+	504558915	11689	2964	4420	0.0239	60	mm:25;ins:3,10;del:0,0;score:1303
3	369480	305934	306096	-	504564612	342407	165691	165853	0.0247	30	mm:4;ins:0,0;del:0,0;score:142
3	369480	339544	340280	-	504570994	153365	15942	16673	0.0489	60	mm:31;ins:2,5;del:0,0;score:559
9	183372	40662	41148	-	504576369	4487	4001	4487	0.0206	60	mm:10;ins:0,0;del:0,0;score:436
1	1238593	1064196	1064583	-	504581291	596	0	387	0.0000	60	mm:0;ins:0,0;del:0,0;score:387
21	33754	2107	2700	+	504582859	593	0	593	0.0000	60	mm:0;ins:0,0;del:0,0;score:593
8	284015	206447	207195	-	504585447	748	0	748	0.0000	60	mm:0;ins:0,0;del:0,0;score:748
4	319932	311690	311996	-	504592273	525	219	525	0.0033	60	mm:1;ins:0,0;del:0,0;score:301
2	676873	231385	233400	+	504601458	2015	0	2015	0.0005	47	mm:1;ins:0,0;del:0,0;score:2010
8	284015	168886	169413	-	504604492	131686	58720	59248	0.0227	16	mm:11;ins:0,0;del:1,1;score:465
11	237718	230013	230180	+	504606453	3217	1695	1863	0.0357	2	mm:5;ins:0,0;del:1,1;score:135
1	1238593	692150	693441	+	504607077	1291	0	1291	0.0000	60	mm:0;ins:0,0;del:0,0;score:1291
6	591782	437913	438175	+	504607272	44523	24850	25112	0.0191	5	mm:5;ins:0,0;del:0,0;score:237
8	284015	283281	283389	+	504608017	718	0	108	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
8	284015	182699	183419	-	504609613	720	0	720	0.0000	60	mm:0;ins:0,0;del:0,0;score:720
18	87812	67840	67942	-	504620172	103961	86052	86154	0.0000	60	mm:0;ins:0,0;del:0,0;score:102
7	474387	69880	70728	+	504621088	848	0	848	0.0000	60	mm:0;ins:0,0;del:0,0;score:848
15	103233	81108	83263	-	504625007	10619	8459	10619	0.0139	60	mm:25;ins:0,0;del:1,5;score:2019
2	676873	347084	348610	-	504625616	3191	5	1503	0.0413	39	mm:35;ins:2,28;del:0,0;score:1283
6	591782	436236	436599	+	504632706	2273	523	886	0.0055	60	mm:2;ins:0,0;del:0,0;score:353
1	1238593	822938	823376	+	504633748	616	0	438	0.0023	60	mm:1;ins:0,0;del:0,0;score:433
3	369480	243671	243913	+	504635435	1400	34	285	0.0518	60	mm:4;ins:0,0;del:1,9;score:207
2	676873	90435	90788	+	504642160	1108	163	521	0.0447	60	mm:11;ins:0,0;del:1,5;score:287
9	183372	63209	63312	+	504649515	25802	18185	18288	0.0097	9	mm:1;ins:0,0;del:0,0;score:98
8	284015	44451	45225	+	504654998	41051	35610	36402	0.0442	60	mm:17;ins:0,0;del:1,18;score:665
18	87812	54403	54504	-	504657123	4451	3180	3281	0.0198	60	mm:2;ins:0,0;del:0,0;score:91
1	1238593	1006605	1006783	+	504657123	4451	4166	4344	0.0112	60	mm:2;ins:0,0;del:0,0;score:168
6	591782	496850	496958	-	504658557	297764	279817	279925	0.0000	57	mm:0;ins:0,0;del:0,0;score:108
19	62488	43109	45147	+	504661574	2972	0	2038	0.0069	60	mm:14;ins:0,0;del:0,0;score:1968
3	369480	77285	77406	+	504668537	231027	109444	109565	0.0000	60	mm:0;ins:0,0;del:0,0;score:121
4	319932	222281	223045	+	504671103	764	0	764	0.0000	60	mm:0;ins:0,0;del:0,0;score:764
1	1238593	1047726	1049911	+	504684469	2643	462	2643	0.0151	60	mm:29;ins:1,4;del:0,0;score:2026
2	676873	121506	122262	-	504689698	70499	50545	51290	0.0622	27	mm:36;ins:2,11;del:0,0;score:542
2	676873	546114	546813	+	504700357	699	0	699	0.0000	60	mm:0;ins:0,0;del:0,0;score:699
5	308816	234444	234694	+	504700931	1734	0	250	0.0000	4	mm:0;ins:0,0;del:0,0;score:250
7	474387	258932	259115	-	504710473	62081	54868	55051	0.0383	0	mm:7;ins:0,0;del:0,0;score:148
2	676873	88406	88848	-	504714452	549	0	442	0.0000	60	mm:0;ins:0,0;del:0,0;score:442
7	474387	245877	245985	+	504714452	549	441	549	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
1	1238593	488105	494215	-	504718297	7539	1385	7539	0.0351	24	mm:172;ins:0,0;del:3,44;score:5188
7	474387	244537	244890	+	504721278	154105	68588	68941	0.0170	60	mm:6;ins:0,0;del:0,0;score:323
8	284015	74992	76740	-	504723454	7977	6220	7977	0.0301	60	mm:42;ins:1,1;del:2,10;score:1508
2	676873	384359	385998	-	504724510	1644	0	1639	0.0000	60	mm:0;ins:0,0;del:0,0;score:1639
1	1238593	595434	601342	-	504728461	114568	136	6044	0.0002	60	mm:1;ins:0,0;del:0,0;score:5903
1	1238593	582099	584284	-	504728461	114568	10620	12805	0.0000	60	mm:0;ins:0,0;del:0,0;score:2185
1	1238593	754068	754502	+	504732100	556	122	556	0.0023	60	mm:1;ins:0,0;del:0,0;score:429
2	676873	297024	299009	-	504739928	279922	1993	4007	0.0710	33	mm:89;ins:2,13;del:6,42;score:1424
6	591782	288849	289071	-	504744451	1644	1019	1241	0.0225	0	mm:5;ins:0,0;del:0,0;score:197
6	591782	84539	86522	+	504765356	2434	0	1983	0.0000	60	mm:0;ins:0,0;del:0,0;score:1983
2	676873	523612	525298	+	504767812	2443	836	2443	0.0699	60	mm:37;ins:5,80;del:1,1;score:1304
2	676873	362872	363424	+	504770047	144300	10034	10561	0.0832	60	mm:19;ins:2,26;del:1,1;score:386
14	116408	113615	115665	-	504771964	2050	0	2050	0.0000	60	mm:0;ins:0,0;del:0,0;score:2050
1	1238593	317606	318004	-	504773515	1692	1123	1521	0.0226	60	mm:9;ins:0,0;del:0,0;score:353
17	150032	147186	147419	+	504780863	1736	1403	1634	0.0773	60	mm:16;ins:2,2;del:0,0;score:137
17	150032	78708	79163	+	504782848	787	386	787	0.1729	51	mm:21;ins:5,56;del:2,2;score:194
1	1238593	537057	537188	-	504782848	787	462	593	0.0458	6	mm:6;ins:0,0;del:0,0;score:101
1	1238593	543662	543790	-	504782848	787	465	593	0.0469	60	mm:6;ins:0,0;del:0,0;score:98
2	676873	278086	278358	-	504786132	95320	20040	20312	0.0074	60	mm:2;ins:0,0;del:0,0;score:262
18	87812	79797	82313	-	504786565	39724	8959	11440	0.0393	60	mm:64;ins:2,35;del:0,0;score:2114
5	308816	188713	188815	+	504786565	39724	29291	29393	0.0098	60	mm:1;ins:0,0;del:0,0;score:97
6	591782	176428	177662	-	504790927	205842	152938	154158	0.0656	60	mm:67;ins:2,14;del:0,0;score:859
3	369480	58445	60458	-	504798122	38734	25843	27837	0.0328	60	mm:47;ins:5,19;del:0,0;score:1710
1	1238593	750541	750844	+	504798919	117069	61435	61733	0.0528	60	mm:11;ins:1,5;del:0,0;score:232
20	62468	46889	47307	-	504814635	920	0	418	0.0000	60	mm:0;ins:0,0;del:0,0;score:418
18	87812	77781	79145	+	504816192	3073	271	1662	0.0437	60	mm:26;ins:2,4;del:1,31;score:1177
9	183372	145677	146601	+	504820209	83062	79599	80507	0.0811	60	mm:57;ins:4,17;del:1,1;score:574
9	183372	132441	132812	-	504831223	92460	4760	5131	0.0054	60	mm:2;ins:0,0;del:0,0;score:361
24	14473	12285	12443	-	504835283	35280	22528	22686	0.0190	60	mm:3;ins:0,0;del:0,0;score:143
6	591782	201523	201746	-	504835283	35280	23126	23349	0.0090	60	mm:2;ins:0,0;del:0,0;score:213
5	308816	51254	51874	-	504835322	45487	21328	21953	0.0464	60	mm:24;ins:0,0;del:1,5;score:489
8	284015	36099	36211	-	504837950	30238	19841	19953	0.0089	0	mm:1;ins:0,0;del:0,0;score:107
2	676873	480529	480667	-	504844782	53334	44228	44371	0.0490	59	mm:2;ins:0,0;del:1,5;score:117
23	48977	24622	25638	-	504844782	53334	51798	52814	0.0030	60	mm:3;ins:0,0;del:0,0;score:1001
14	116408	97263	97524	-	504846846	620	0	261	0.0000	60	mm:0;ins:0,0;del:0,0;score:261
11	237718	192286	192447	+	504857500	1139	569	730	0.0000	60	mm:0;ins:0,0;del:0,0;score:161
20	62468	43354	43458	-	504858770	2397	2019	2123	0.0192	60	mm:2;ins:0,0;del:0,0;score:94
3	369480	13473	14970	-	504865695	14298	12797	14298	0.0360	60	mm:50;ins:0,0;del:1,4;score:1237
1	1238593	923923	924117	+	504869742	1232	765	959	0.0258	60	mm:5;ins:0,0;del:0,0;score:169
5	308816	36509	37816	+	504886480	4289	1225	2537	0.0770	19	mm:96;ins:0,0;del:1,5;score:816
7	474387	31702	32082	-	504895756	50004	0	380	0.0000	60	mm:0;ins:0,0;del:0,0;score:380
1	1238593	810948	811148	+	504903973	168529	32474	32674	0.0100	60	mm:2;ins:0,0;del:0,0;score:190
9	183372	4994	5883	-	504904052	123290	101971	102813	0.1037	60	mm:30;ins:4,55;del:2,8;score:585
19	62488	0	521	+	504904052	123290	102045	102533	0.1160	60	mm:18;ins:2,38;del:1,5;score:332
21	33754	0	511	-	504904052	123290	102045	102523	0.1182	60	mm:18;ins:2,38;del:1,5;score:322
6	591782	267793	268114	-	504913943	2661	2127	2448	0.0031	60	mm:1;ins:0,0;del:0,0;score:316
9	183372	24373	25131	+	504915420	8860	8102	8860	0.0145	60	mm:11;ins:0,0;del:0,0;score:703
1	1238593	417490	417985	+	504918306	1102	0	451	0.1354	10	mm:23;ins:1,44;del:0,0;score:286
5	308816	65323	65431	+	504919092	678	570	678	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
12	131948	73191	73464	-	504933886	597	0	273	0.0000	60	mm:0;ins:0,0;del:0,0;score:273
8	284015	125785	126082	+	504934063	65414	56897	57194	0.0640	0	mm:19;ins:0,0;del:0,0;score:202
1	1238593	275109	275285	-	504937089	50865	40406	40582	0.0114	54	mm:2;ins:0,0;del:0,0;score:166
1	1238593	448155	448720	-	504940179	565	0	565	0.0000	60	mm:0;ins:0,0;del:0,0;score:565
1	1238593	892418	892522	+	504943241	618	455	559	0.0000	60	mm:0;ins:0,0;del:0,0;score:104
11	237718	5679	5783	+	504943241	618	455	559	0.0000	60	mm:0;ins:0,0;del:0,0;score:104
6	591782	252649	253020	-	504945064	1856	953	1311	0.0936	60	mm:16;ins:1,16;del:1,3;score:244
1	1238593	842274	842813	+	504945721	82037	17954	18493	0.0019	60	mm:1;ins:0,0;del:0,0;score:534
13	131654	2644	3183	-	504945721	82037	17954	18493	0.0019	60	mm:1;ins:0,0;del:0,0;score:534
19	62488	57469	58008	-	504945721	82037	17954	18493	0.0019	60	mm:1;ins:0,0;del:0,0;score:534
3	369480	182663	183526	+	504949795	1420	0	863	0.0000	60	mm:0;ins:0,0;del:0,0;score:863
1	1238593	557200	562574	+	504952203	5374	0	5374	0.0007	60	mm:4;ins:0,0;del:0,0;score:5354
8	284015	141398	141594	-	504952203	5374	1511	1707	0.0000	60	mm:0;ins:0,0;del:0,0;score:196
13	131654	3904	4524	+	504980542	620	0	620	0.0000	60	mm:0;ins:0,0;del:0,0;score:620
19	62488	58729	59349	+	504980542	620	0	620	0.0000	60	mm:0;ins:0,0;del:0,0;score:620
1	1238593	840933	841553	-	504980542	620	0	620	0.0000	60	mm:0;ins:0,0;del:0,0;score:620
5	308816	69189	71574	+	504981392	3348	0	2385	0.0000	60	mm:0;ins:0,0;del:0,0;score:2385
20	62468	34769	37431	+	504982172	2662	0	2662	0.0000	60	mm:0;ins:0,0;del:0,0;score:2662
3	369480	268666	268759	+	504990058	1631	1293	1386	0.0323	0	mm:3;ins:0,0;del:0,0;score:78
9	183372	29485	31023	+	504990841	54445	0	1538	0.0000	60	mm:0;ins:0,0;del:0,0;score:1538
7	474387	163276	163544	+	504994413	72701	68703	68971	0.0149	60	mm:4;ins:0,0;del:0,0;score:248
3	369480	261635	261859	-	504998891	142363	56742	56966	0.0089	29	mm:2;ins:0,0;del:0,0;score:214
7	474387	399862	401039	-	504999193	1177	0	1177	0.0000	60	mm:0;ins:0,0;del:0,0;score:1177
8	284015	25934	26309	-	504999193	1177	69	455	0.0718	60	mm:9;ins:2,4;del:4,15;score:271
8	284015	4151	4272	+	505002257	148876	30671	30792	0.0165	20	mm:2;ins:0,0;del:0,0;score:111
11	237718	99605	100753	-	505008204	15136	0	1148	0.0000	60	mm:0;ins:0,0;del:0,0;score:1148
1	1238593	1184432	1184576	+	505008732	4153	3194	3342	0.0676	60	mm:6;ins:0,0;del:1,4;score:104
7	474387	473654	474387	-	505010130	1169	436	1169	0.0014	60	mm:1;ins:0,0;del:0,0;score:728
3	369480	190870	193429	-	505012431	2559	0	2559	0.0000	60	mm:0;ins:0,0;del:0,0;score:2559
1	1238593	960119	960936	+	505015627	817	0	817	0.0000	60	mm:0;ins:0,0;del:0,0;score:817
8	284015	57757	60108	+	505016511	8725	5013	7226	0.0893	60	mm:72;ins:7,138;del:0,0;score:1673
9	183372	106729	107721	-	505025575	1155	0	972	0.0554	60	mm:35;ins:2,20;del:0,0;score:765
2	676873	513161	513450	-	505032335	57736	20671	20960	0.0069	60	mm:2;ins:0,0;del:0,0;score:279
5	308816	52662	53117	-	505036868	51558	354	809	0.0198	60	mm:9;ins:0,0;del:0,0;score:410
5	308816	67796	69277	+	505040367	19593	428	1907	0.0398	35	mm:57;ins:1,2;del:0,0;score:1186
1	1238593	69862	70144	+	505040367	19593	794	1071	0.0532	30	mm:10;ins:2,5;del:0,0;score:210
